Default Payable Account,حساب الذمم الدائنة الافتراضي,
Default Bank Account,الحساب البنكي الافتراضي,
Default Cash Account,حساب النقدية الافتراضي,
Default Income Account,حساب الإيراد الافتراضي,
Default Expense Account,حساب المصروف الافتراضي,
Round Off Account,حساب التقريب,
Exchange Gain Loss Account,حساب أرباح/خسائر فروق العملة,
Unrealized Exchange Gain Loss Account,حساب الأرباح/الخسائر غير المحققة لفروق العملة,
Write Off Account,حساب الإسقاط,
Discount Allowed Account,حساب الخصم الممنوح,
Discount Received Account,حساب الخصم المكتسب,
Tax Assets,أصول الضريبة,
Inter-Company Payable Account,حساب الذمم الدائنة بين الشركات,
Inter-Company Receivable Account,حساب الذمم المدينة بين الشركات,
Sales Team Details,تفاصيل فريق المبيعات,
Allocated Percentage,النسبة المخصصة,
Contact Details,بيانات التواصل,
More Information,معلومات إضافية,
Address & Contact,العنوان ومعلومات التواصل,
Tax Details,تفاصيل الضريبة,
Accounting Details,التفاصيل المحاسبية,
Warehouse Details,تفاصيل المستودع,
Item Details,تفاصيل الصنف,
Supplier Details,تفاصيل المورّد,
Customer Details,تفاصيل العميل,
Employee Details,تفاصيل الموظف,
Project Details,تفاصيل المشروع,
Print Settings,إعدادات الطباعة,
Currency and Price List,العملة وقائمة الأسعار,
Taxes and Charges,الرسوم والضرائب,
Additional Costs,التكاليف الإضافية,
Items and Warehouses,الأصناف والمستودعات,
Raw Materials,المواد الخام,
Scrap Items,أصناف المهملات,
Time Logs,سجلات الوقت,
Payment Details,تفاصيل الدفع,
Reference Details,تفاصيل المرجع,
Subscription Details,تفاصيل الاشتراك,
HR Settings,إعدادات الموارد البشرية,
Payroll Settings,إعدادات مسير الرواتب,
Leave Settings,إعدادات الإجازات,
Stock Settings,إعدادات المخزون,
Selling Settings,إعدادات المبيعات,
Buying Settings,إعدادات المشتريات,
Accounts Settings,إعدادات الحسابات,
POS Settings,إعدادات نقطة البيع,
Item Variant Settings,إعدادات متغيرات الصنف,
Subscription,اشتراك,
Subscription Plan,خطة الاشتراك,
Subscription Invoice,فاتورة الاشتراك,
Contract,عقد,
Contract Template,قالب العقد,
Maintenance Schedule,جدول الصيانة,
Maintenance Visit,زيارة الصيانة,
Warranty Claim,مطالبة ضمان,
Serial No Warranty Expiry Date,تاريخ انتهاء ضمان الرقم التسلسلي,
Installation Note,مذكرة التركيب,
Stock Reorder,إعادة ترتيب المخزون,
Daily Work Summary,ملخص العمل اليومي,
Production Capacity,الطاقة الإنتاجية,
Sections,الأقسام,
Section,القسم,
Grid Shortcuts,اختصارات الجدول,
Reports & Masters,التقارير والبيانات الرئيسية,
No Value,بدون قيمة,
Last Modified,آخر تعديل,
Add New,إضافة جديد,
Add a Row,إضافة صف,
Add a Filter,إضافة معيار,
Add a new section,إضافة قسم جديد,
Add Tags,إضافة علامات,
Add Template,إضافة قالب,
Add/Update Filter,إضافة/تحديث معيار,
Add / Remove Columns,إضافة/حذف أعمدة,
Add / Remove Fields,إضافة/حذف حقول,
Add column,إضافة عمود,
Add field,إضافة حقل,
Add new tab,إضافة تبويب جديد,
Add page break,إضافة فاصل صفحة,
Add section above,إضافة قسم أعلى,
Add section below,إضافة قسم أسفل,
Add tab,إضافة تبويب,
Add {0},إضافة {0},
After,بعد,
All Results,كل النتائج,
Amending,جارٍ التعديل,
App Logo,شعار التطبيق,
Apply Assignment Rule,تطبيق قاعدة التعيين,
Apply Filters,تطبيق معايير التصفية,
Apps,التطبيقات,
Archive,الأرشيف,
Are you sure you want to delete this record?,هل أنت متأكد من حذف هذا السجل؟,
Are you sure you want to discard the changes?,هل أنت متأكد من تجاهل التغييرات؟,
Are you sure you want to proceed?,هل أنت متأكد من المتابعة؟,
Are you sure you want to generate a new report?,هل أنت متأكد من إنشاء تقرير جديد؟,
Assign To User Group,تعيين لمجموعة مستخدمين,
Assign a user,تعيين مستخدم,
Assigning...,جارٍ التعيين...,
Attach CSV File,إرفاق ملف CSV,
Attach a web link,إرفاق رابط,
Attachment Limit Reached,تم الوصول للحد الأقصى للمرفقات,
Auto Fetch Serial Numbers,جلب الأرقام التسلسلية تلقائياً,
Automatic,تلقائي,
BCC,نسخة مخفية,
Batch Nos,أرقام الدفعات,
Before,قبل,
Billing Contact,جهة الاتصال للفوترة,
Bulk Edit,تعديل جماعي,
Bulk PDF Export,تصدير PDF جماعي,
Can Read,قراءة,
Can Share,مشاركة,
Can Submit,اعتماد,
Can Write,كتابة,
Cancel All,إلغاء الكل,
Cancelling,جارٍ الإلغاء,
Capture,التقاط,
Card Links,روابط البطاقة,
Change Image,تغيير الصورة,
Change Letter Head,تغيير الترويسة,
Change Print Format,تغيير نموذج الطباعة,
Choose a color,اختر لوناً,
Choose an icon,اختر أيقونة,
Clear & Add Template,مسح وإضافة قالب,
Clear All,مسح الكل,
Clear Assignment,مسح التعيين,
Clear Demo Data,مسح البيانات التجريبية,
Clear Filters,مسح معايير التصفية,
Clear Link,مسح الرابط,
Clear all filters,مسح جميع معايير التصفية,
Close properties,إغلاق الخصائص,
Closing Balance as per Bank Statement,الرصيد الختامي وفق كشف البنك,
Closing Balance as per ERP,الرصيد الختامي في النظام,
Column,العمود,
Column Width,عرض العمود,
Compare Versions,مقارنة الإصدارات,
Complete Order,إكمال الأمر,
Configure Columns,ضبط الأعمدة,
Connection Lost,انقطع الاتصال,
Connections,الصلات,
Copy Link,نسخ الرابط,
Copy to Clipboard,نسخ للحافظة,
Create Duplicate,إنشاء نسخة,
Create Letter Head,إنشاء ترويسة,
Create New Kanban Board,إنشاء لوحة كانبان جديدة,
Create Stock Entry,إنشاء قيد مخزون,
Create a Reminder,إنشاء تذكير,
Crop,قص,
Current status,الحالة الحالية,
Customizations Discarded,تم تجاهل التخصيصات,
Customize Dashboard,تخصيص لوحة التحكم,
Dark Theme,المظهر الداكن,
Dashboard View,عرض لوحة التحكم,
Delete All,حذف الكل,
Delete Column,حذف العمود,
Delete Section,حذف القسم,
Delete Tab,حذف التبويب,
Delete Workspace,حذف مساحة العمل,
Delete column,حذف العمود,
Delete section,حذف القسم,
Delete tab,حذف التبويب,
Deleted!,تم الحذف!,
Deposit,إيداع,
Diff,الفرق,
Discard?,تجاهل؟,
Divider,فاصل,
DocType required,نوع المستند مطلوب,
Document Saved,تم حفظ الوثيقة,
Document has been cancelled,تم إلغاء الوثيقة,
Document has been submitted,تم اعتماد الوثيقة,
Document is in draft state,الوثيقة في حالة المسودة,
Documentation,التوثيق,
Documents,الوثائق,
Download CSV Template,تنزيل نموذج CSV,
Drag,سحب,
Duplicate Workspace,نسخ مساحة العمل,
Edit Capacity,تعديل السعة,
Edit Cart,تعديل سلة المشتريات,
Edit Filter,تعديل المعيار,
Edit Filters,تعديل معايير التصفية,
Edit Full Form,تعديل النموذج كاملاً,
Edit HTML,تعديل HTML,
Edit Note,تعديل الملاحظة,
Edit Print Format,تعديل نموذج الطباعة,
Edit Qty,تعديل الكمية,
Edit Workspace,تعديل مساحة العمل,
Editing Row,تعديل الصف,
Events,الأحداث,
Exit Full Screen,الخروج من ملء الشاشة,
Export Report: {0},تصدير التقرير: {0},
Export as zip,تصدير كملف مضغوط,
Export in Background,تصدير في الخلفية,
Feedback,ملاحظات,
Fetch Based On,الجلب بناءً على,
Fetching exchange rates ...,جارٍ جلب أسعار الصرف...,
File upload failed.,فشل رفع الملف.,
Filter By,تصفية حسب,
Find,بحث عن,
First,الأول,
Fit,ملاءمة,
Followed by,متبوعاً بـ,
Free,مجاني,
Full Screen,ملء الشاشة,
Gantt View,عرض مخطط غانت,
Generate Random Password,توليد كلمة مرور عشوائية,
Graph,رسم بياني,
Greater Than,أكبر من,
Greater Than Or Equal To,أكبر من أو يساوي,
Has Attachments,له مرفقات,
Hide Preview,إخفاء المعاينة,
Hide Tags,إخفاء العلامات,
Hide Workspace,إخفاء مساحة العمل,
Import Using CSV file,استيراد باستخدام ملف CSV,
Inbox View,عرض صندوق الوارد,
Include filters,تضمين معايير التصفية,
Insert Above,إدراج أعلى,
Insert Below,إدراج أسفل,
Invalid Discount,خصم غير صحيح,
Invalid Transition,انتقال غير صحيح,
Invalid Values,قيم غير صحيحة,
Is Query Report,تقرير استعلام,
Kanban Settings,إعدادات كانبان,
Kanban View,عرض كانبان,
Last 14 Days,آخر 14 يوماً,
Last 30 Days,آخر 30 يوماً,
Last 6 Months,آخر 6 أشهر,
Last 7 Days,آخر 7 أيام,
Last 90 Days,آخر 90 يوماً,
Last transacted,آخر معاملة,
Less Than,أقل من,
Less Than Or Equal To,أقل من أو يساوي,
Light Theme,المظهر الفاتح,
Liked by me,أعجبني,
Link To,رابط إلى,
Link Type,نوع الرابط,
List View,عرض القائمة,
Lists,القوائم,
Load More Communications,تحميل المزيد من المراسلات,
Load more,تحميل المزيد,
Loading Filters...,جارٍ تحميل المعايير...,
Loading versions...,جارٍ تحميل الإصدارات...,
Login Failed please try again,فشل تسجيل الدخول، يرجى المحاولة مرة أخرى,
Machine Type,نوع الآلة,
Map View,عرض الخريطة,
Mark As Closed,وضع علامة مغلق,
Mark all as read,وضع علامة مقروء للكل,
Monthly Rank,الترتيب الشهري,
My Device,جهازي,
New Contact,جهة اتصال جديدة,
New Note,ملاحظة جديدة,
New Task,مهمة جديدة,
New Workspace,مساحة عمل جديدة,
Next 14 Days,الـ 14 يوماً القادمة,
Next 30 Days,الـ 30 يوماً القادمة,
Next 6 Months,الـ 6 أشهر القادمة,
Next 7 Days,الـ 7 أيام القادمة,
Next Document,الوثيقة التالية,
Next Month,الشهر القادم,
Next Quarter,الربع القادم,
Next Week,الأسبوع القادم,
Next Year,السنة القادمة,
No Data...,لا توجد بيانات...,
No Email Accounts Assigned,لا توجد حسابات بريد مخصصة,
No Images,لا توجد صور,
No Label,بدون تسمية,
No Letterhead,بدون ترويسة,
No Matching Vouchers Found,لا توجد سندات مطابقة,
No New notifications,لا توجد إشعارات جديدة,
No Notes,لا توجد ملاحظات,
No Results found,لا توجد نتائج,
No Selection,لا يوجد تحديد,
No Summary,لا يوجد ملخص,
No Upcoming Events,لا توجد أحداث قادمة,
No activities to show,لا توجد أنشطة للعرض,
No contacts added yet.,لم يتم إضافة جهات اتصال بعد.,
No filters found,لا توجد معايير تصفية,
No filters selected,لم يتم تحديد أي معيار,
No items in cart,لا توجد أصناف في السلة,
No open event,لا توجد أحداث مفتوحة,
No open task,لا توجد مهام مفتوحة,
No recent transactions found,لا توجد معاملات حديثة,
No records tagged.,لا توجد سجلات بعلامات.,
No values to show,لا توجد قيم للعرض,
Nothing New,لا يوجد جديد,
Nothing left to redo,لا شيء لإعادة تنفيذه,
Nothing left to undo,لا شيء للتراجع عنه,
Notification sent to,تم إرسال الإشعار إلى,
Notifications Disabled,الإشعارات معطّلة,
OR,أو,
On or After,في أو بعد,
On or Before,في أو قبل,
Onboarding complete,اكتمل الإعداد,
Only Workspace Manager can sort or edit this page,فقط مدير مساحة العمل يمكنه الفرز أو التعديل,
Open Call Log,فتح سجل الاتصالات,
Open Communication,فتح المراسلة,
Open Event,فتح الحدث,
Open Events,الأحداث المفتوحة,
Open Link,فتح الرابط,
Open Task,فتح المهمة,
Open Tasks,المهام المفتوحة,
Open in a new tab,فتح في تبويب جديد,
Optimize,تحسين,
Overview,نظرة عامة,
PDF,ملف PDF,
POS Closed,نقطة البيع مغلقة,
Page Margins,هوامش الصفحة,
Page Saved Successfully,تم حفظ الصفحة بنجاح,
Password cannot be filtered,لا يمكن تصفية كلمة المرور,
Preview Mode,وضع المعاينة,
Previous Document,الوثيقة السابقة,
Previous Submission,الاعتماد السابق,
Primary Contact,جهة الاتصال الرئيسية,
Primary Email,البريد الإلكتروني الرئيسي,
Primary Mobile,الجوال الرئيسي,
Primary Phone,الهاتف الرئيسي,
Print Format not found,نموذج الطباعة غير موجود,
Print document,طباعة الوثيقة,
Qty to Fetch,الكمية للجلب,
Quality Inspection(s),فحص (فحوصات) الجودة,
Quantity to Scan,الكمية للمسح الضوئي,
Rank,الترتيب,
Read Only Mode,وضع القراءة فقط,
Rebuild Tree,إعادة بناء الشجرة,
Recent Transactions,المعاملات الأخيرة,
Recents,الأخيرة,
Reconcile the Bank Transaction,مطابقة الحركة البنكية,
Redo,إعادة,
Refresh List,تحديث القائمة,
Refreshing,جارٍ التحديث,
Reload File,إعادة تحميل الملف,
Reload List,إعادة تحميل القائمة,
Reload Report,إعادة تحميل التقرير,
Remind At,التذكير في,
Remind Me,ذكّرني,
Remind Me In,ذكّرني بعد,
Remove Filter,حذف المعيار,
Remove column,حذف العمود,
Remove field,حذف الحقل,
Remove section,حذف القسم,
Remove tab,حذف التبويب,
Report View,عرض التقرير,
Reset Changes,التراجع عن التغييرات,
Reset Dashboard Customizations,إعادة ضبط تخصيصات لوحة التحكم,
Reset To Default,إعادة للافتراضي,
Reset sorting,إعادة ترتيب الفرز,
Reset to default,إعادة للافتراضي,
Rest of the day,بقية اليوم,
Row #{0}: Qty increased by {1},الصف #{0}: زادت الكمية بـ {1},
Save Customizations,حفظ التخصيصات,
Save Filter,حفظ معيار التصفية,
Scan,مسح ضوئي,
Scan Batch No,مسح رقم الدفعة,
Scan QRCode,مسح رمز QR,
Scan Serial No,مسح الرقم التسلسلي,
Scanned Quantity,الكمية الممسوحة,
Schedule Send At,جدولة الإرسال في,
Search by filename or extension,بحث باسم الملف أو الامتداد,
Search fields,بحث في الحقول,
Seconds,ثوانٍ,
Section Title,عنوان القسم,
See all Activity,عرض كل الأنشطة,
Select Batch No,تحديد رقم الدفعة,
Select Field...,تحديد الحقل...,
Select Group By...,تجميع حسب...,
Select Items for Quality Inspection,تحديد الأصناف لفحص الجودة,
Select Kanban,تحديد لوحة كانبان,
Select Serial No,تحديد الرقم التسلسلي,
Select Serial and Batch,تحديد التسلسلي والدفعة,
Select Vouchers to Match,تحديد السندات للمطابقة,
Select a group {0} first.,حدد المجموعة {0} أولاً.,
Select an Image,تحديد صورة,
Select list item,تحديد عنصر القائمة,
Select records for removing assignment,تحديد السجلات لإزالة التعيين,
Select two versions to view the diff.,تحديد نسختين لمقارنة الفرق.,
Serial / Batch Nos,الأرقام التسلسلية/الدفعات,
Serial No Range,نطاق الرقم التسلسلي,
Serial Nos,الأرقام التسلسلية,
Serial Nos / Batch Nos,الأرقام التسلسلية / أرقام الدفعات,
Set all private,تعيين الكل خاصاً,
Set all public,تعيين الكل عاماً,
Setting,الإعداد,
Share this document with,مشاركة هذه الوثيقة مع,
Show All,عرض الكل,
Show Labels,عرض التسميات,
Show More Activity,عرض المزيد من الأنشطة,
Show Preview,عرض المعاينة,
Sort Ascending,ترتيب تصاعدي,
Sort Descending,ترتيب تنازلي,
Source Code,الكود المصدري,
Sub Assembly,التجميع الفرعي,
Sub Assembly Item,صنف التجميع الفرعي,
Submitting,جارٍ الاعتماد,
Switch Camera,تبديل الكاميرا,
Switch Theme,تبديل المظهر,
Tab Label,تسمية التبويب,
Templates,القوالب,
This Month,هذا الشهر,
This Quarter,هذا الربع,
This Week,هذا الأسبوع,
This Year,هذه السنة,
Tomorrow,غداً,
Top Center,أعلى الوسط,
Top Left,أعلى اليسار,
Top Right,أعلى اليمين,
Total Images,إجمالي الصور,
Tree View,عرض الشجرة,
Try Again,حاول مجدداً,
Type a reply / comment,اكتب رداً / تعليقاً,
UnReconcile,إلغاء المطابقة,
Undo last action,التراجع عن آخر إجراء,
Unhide Workspace,إظهار مساحة العمل,
Unpublish,إلغاء النشر,
Unselect All,إلغاء تحديد الكل,
Upload Image,رفع صورة,
Upload file,رفع ملف,
User Changed,تم تغيير المستخدم,
User Menu,قائمة المستخدم,
View Full Log,عرض السجل كاملاً,
Weak,ضعيف,
Withdrawal,سحب,
Workflow Builder,منشئ سير العمل,
Workflow Details,تفاصيل سير العمل,
Workflow updated successfully,تم تحديث سير العمل بنجاح,
Yesterday,أمس,
You Liked,أعجبك,
Your PDF is ready for download,ملف PDF جاهز للتنزيل,
No address added yet.,لم يتم إضافة عنوان بعد.,
Action Complete,اكتمل الإجراء,
Background Print (required for >25 documents),طباعة في الخلفية (مطلوب لأكثر من 25 وثيقة),
Bank Transaction {0} Matched,تمت مطابقة الحركة البنكية {0},
Bank Transaction {0} added as Journal Entry,تمت إضافة الحركة البنكية {0} كقيد يومية,
Bank Transaction {0} added as Payment Entry,تمت إضافة الحركة البنكية {0} كقيد دفع,
Bank Transaction {0} updated,تم تحديث الحركة البنكية {0},
Bottom Center,أسفل الوسط,
Bottom Left,أسفل اليسار,
Bottom Right,أسفل اليمين,
COLOR PICKER,منتقي الألوان,
Cannot find Item or Warehouse with this Barcode,لا يوجد صنف أو مستودع بهذا الباركود,
Cannot cancel {0}.,لا يمكن إلغاء {0}.,
Cannot submit {0}.,لا يمكن اعتماد {0}.,
Child Row Reference,مرجع الصف الفرعي,
Clear Last Scanned Warehouse,مسح آخر مستودع ممسوح,
Clearing Demo Data...,جارٍ مسح البيانات التجريبية...,
Cost Center for Item rows has been updated to {0},تم تحديث مركز التكلفة لصفوف الصنف إلى {0},
Create a new ...,إنشاء جديد...,
Database Row Size Utilization,استخدام حجم صف قاعدة البيانات,
Deadlock Occurred,حدث تعارض في قاعدة البيانات,
Delete and Generate New,حذف وإنشاء جديد,
Delete entire column with fields,حذف العمود بالكامل مع حقوله,
Delete entire section with fields,حذف القسم بالكامل مع حقوله,
Delete entire tab with fields,حذف التبويب بالكامل مع حقوله,
Deleting {0} records...,جارٍ حذف {0} سجلات...,
Deleting {0}...,جارٍ حذف {0}...,
Dependencies & Licenses,التبعيات والتراخيص,
Descendants Of (inclusive),المستويات الفرعية (شاملة),
DocType Missing,نوع المستند مفقود,
DocType must have atleast one field,يجب أن يحتوي نوع المستند على حقل واحد على الأقل,
Document is only editable by users with role,تعديل الوثيقة مقتصر على المستخدمين الذين لديهم دور,
Double click to edit label,انقر مرتين لتعديل التسمية,
Drag & Drop a section here from another tab,اسحب وأفلت قسماً هنا من تبويب آخر,
Drag and drop files here or upload from,اسحب وأفلت الملفات هنا أو ارفع من,
Drag to add state,اسحب لإضافة حالة,
Drop files here,أفلت الملفات هنا,
Duplicate current row,نسخ الصف الحالي,
Duplicate field,نسخ الحقل,
Edit Response,تعديل الإجابة,
Email Receipt,إيصال الدفع بالبريد,
Empty column,عمود فارغ,
"Enter Email Recipient(s) in the To, CC, or BCC fields",أدخل بريد المستلم(ين) في حقول الاستلام أو النسخة,
Enter a name for this {0},أدخل اسماً لهذا {0},
Enter customer,أدخل اسم العميل,
Enter each serial no in a new line,أدخل كل رقم تسلسلي في سطر منفصل,
Error in Client Script,خطأ في الكود البرمجي,
Excellent,ممتاز,
Experimental,تجريبي,
Export all matching rows?,تصدير جميع الصفوف المطابقة؟,
Export all {0} rows?,تصدير جميع {0} صفاً؟,
Field Orientation (Left-Right),اتجاه الحقل (يسار-يمين),
Field Orientation (Top-Down),اتجاه الحقل (أعلى-أسفل),
Field Template,قالب الحقل,
Finished Good Item,صنف المنتج النهائي,
Finished Good Item Qty,كمية المنتج النهائي,
Folder name should not include,اسم المجلد يجب ألا يحتوي على,
Following fields have invalid values:,الحقول التالية تحتوي قيماً غير صحيحة:,
Following fields have missing values,الحقول التالية تحتوي قيماً مفقودة,
For Work Order,لأمر الإنتاج,
Get more insights with,احصل على مزيد من التحليلات مع,
Go to Workflow,الذهاب إلى سير العمل,
Grid Empty State,حالة الجدول الفارغة,
HTML,HTML,
Here,هنا,
ID (name),المعرف (الاسم),
Impersonated by {0},يُنتحل شخصيته بواسطة {0},
Impersonating {0},انتحال شخصية {0},
Indicator color,لون المؤشر,
Insert Image in Markdown,إدراج صورة في Markdown,
Installed Apps,التطبيقات المثبتة,
Keyboard Shortcuts,اختصارات لوحة المفاتيح,
Last,الأخير,
Library,المكتبة,
Loading user profile,جارٍ تحميل ملف المستخدم,
Mandatory fields required:,الحقول الإلزامية مطلوبة:,
Map columns from {0} to fields in {1},ربط الأعمدة من {0} بحقول {1},
Mapping {0} ...,جارٍ الربط {0}...,
Move current and all subsequent sections to a new tab,نقل القسم الحالي وما يليه إلى تبويب جديد,
Move cursor to above row,نقل المؤشر للصف أعلاه,
Move cursor to below row,نقل المؤشر للصف أدناه,
Move cursor to next column,نقل المؤشر للعمود التالي,
Move cursor to previous column,نقل المؤشر للعمود السابق,
Move sections to new tab,نقل الأقسام لتبويب جديد,
Navigate list down,التنقل في القائمة لأسفل,
Navigate list up,التنقل في القائمة لأعلى,
Navigate to main content,الانتقال للمحتوى الرئيسي,
Need Help?,تحتاج مساعدة؟,
Next actions,الإجراءات التالية,
Onboard,الإعداد,
Onboarding Name,اسم الإعداد,
Open Source Applications for the Web,تطبيقات مفتوحة المصدر للويب,
Page Height (in mm),ارتفاع الصفحة (بالملم),
Page Width (in mm),عرض الصفحة (بالملم),
Payment of {0} received successfully.,تم استلام دفعة {0} بنجاح.,
Plant Floor,أرضية المصنع,
Please add atleast one Serial No / Batch No,يرجى إضافة رقم تسلسلي أو رقم دفعة واحد على الأقل,
Please enter Serial Nos,يرجى إدخال الأرقام التسلسلية,
Please enter quantity for item {0},يرجى إدخال الكمية للصنف {0},
Please select X and Y fields,يرجى تحديد الحقلين X و Y,
Please select a Warehouse,يرجى تحديد المستودع,
Please select a file first.,يرجى تحديد ملف أولاً.,
Prepend the template to the email message,إضافة القالب في بداية الرسالة,
QZ Tray Failed:,فشل QZ Tray:,
Redo last action,إعادة آخر إجراء,
Reference Date for Early Payment Discount,تاريخ مرجع خصم الدفع المبكر,
Rejected Warehouse and Accepted Warehouse cannot be same.,مستودع المرفوض ومستودع المقبول لا يمكن أن يكونا نفس المستودع.,
Reminder set at {0},تم ضبط التذكير في {0},
"Report initiated, click to view status",تم بدء التقرير، اضغط لعرض الحالة,
Request Timeout,انتهت مهلة الطلب,
Restrictions,القيود,
Save the document.,حفظ الوثيقة.,
"Search by item code, serial number or barcode",بحث بكود الصنف، الرقم التسلسلي أو الباركود,
Section must have at least one column,يجب أن يحتوي القسم على عمود واحد على الأقل,
Selected document must be in submitted state,يجب أن تكون الوثيقة المحددة في حالة معتمدة,
Serial No {0} already exists,الرقم التسلسلي {0} موجود بالفعل,
Serial No {0} already scanned,الرقم التسلسلي {0} تم مسحه بالفعل,
Serial No {0} is already added,الرقم التسلسلي {0} تمت إضافته بالفعل,
Show Fieldname (click to copy on clipboard),عرض اسم الحقل (انقر للنسخ),
Show all activity,عرض كل الأنشطة,
Show {0} List,عرض قائمة {0},
Showing only first {0} rows out of {1},عرض أول {0} صفوف فقط من {1},
Size exceeds the maximum allowed file size.,الحجم يتجاوز الحد الأقصى المسموح.,
Sold by,بيع بواسطة,
Spacer,عنصر تباعد,
State Properties,خصائص الحالة,
The total column width cannot be more than 10.,إجمالي عرض الأعمدة لا يمكن أن يتجاوز 10.,
Theme Changed,تم تغيير المظهر,
There are no upcoming events for you.,لا توجد أحداث قادمة لك.,
This feature is brand new and still experimental,هذه الميزة جديدة وتجريبية,
This form is not editable due to a Workflow.,هذا النموذج غير قابل للتعديل بسبب سير العمل.,
Toggle Section: {0},تبديل القسم: {0},
Tracking URL generated and copied to clipboard,تم توليد ونسخ رابط التتبع,
Transition Properties,خصائص الانتقال,
Translate Data,ترجمة البيانات,
Translate values,ترجمة القيم,
UnReconcile Allocations,إلغاء مطابقة التخصيصات,
Update {0} records,تحديث {0} سجلات,
Updating related fields...,جارٍ تحديث الحقول المرتبطة...,
Upgrade plan,ترقية الخطة,
Upload {0} files,رفع {0} ملفات,
Use HTML,استخدام HTML,
View your response,عرض إجابتك,
Visible to website/portal users.,مرئي لمستخدمي الموقع/البوابة.,
Watch Tutorial,مشاهدة الشرح,
Web Page URL,رابط صفحة الويب,
You are impersonating as another user.,أنت تنتحل شخصية مستخدم آخر.,
You are not permitted to access this page without login.,لا يمكنك الوصول لهذه الصفحة بدون تسجيل دخول.,
You can only print upto {0} documents at a time,يمكنك طباعة {0} وثائق كحد أقصى في المرة الواحدة,
You can use wildcard %,يمكنك استخدام % كبحث جزئي,
You cancelled this document,قمت بإلغاء هذه الوثيقة,
You created this,قمت بإنشاء هذا,
You created this document {0},قمت بإنشاء هذه الوثيقة {0},
You have unseen notifications,لديك إشعارات غير مقروءة,
You last edited this,آخر تعديل قمت به,
You must add atleast one link.,يجب إضافة رابط واحد على الأقل.,
You removed attachment {0},قمت بحذف المرفق {0},
You submitted this document,قمت باعتماد هذه الوثيقة,
You viewed this,قمت بعرض هذا,
Your form has been successfully updated,تم تحديث النموذج بنجاح,
Your site is undergoing maintenance or being updated.,الموقع يخضع للصيانة أو التحديث.,
ascending,تصاعدي,
by Role,حسب الدور,
commented,علّق,
descending,تنازلي,
discount applied,تم تطبيق الخصم,
of,من,
updated to {0},تم التحديث إلى {0},
use % as wildcard,استخدم % كبحث جزئي,
value,القيمة,
Page Shortcuts,اختصارات الصفحة,
Global Shortcuts,اختصارات عامة,
Copy error to clipboard,نسخ الخطأ للحافظة,
Count of linked documents,عدد الوثائق المرتبطة,
Item is removed since no serial / batch no selected.,تمت إزالة الصنف لعدم تحديد رقم تسلسلي/دفعة.,
Maximum quantity scanned for item {0}.,تم الوصول للحد الأقصى للصنف {0}.,
Merge taxes from multiple documents,دمج الضرائب من وثائق متعددة,
Workspace <b>{0}</b> does not exist,مساحة العمل <b>{0}</b> غير موجودة,
{0} Workspace,مساحة عمل {0},
Workspace {0} Edited Successfully,تم تعديل مساحة العمل {0} بنجاح,
Workspace {0} Deleted Successfully,تم حذف مساحة العمل {0} بنجاح,
Workspace {0} Created Successfully,تم إنشاء مساحة العمل {0} بنجاح,
Link Type in Row,نوع الرابط في الصف,
Link To in Row,الرابط إلى في الصف,
Shortcuts,الاختصارات,
Reports,التقارير,
Search or type a command ({0}),ابحث أو اكتب أمراً ({0}),
Accounting Masters,البيانات الرئيسية للمحاسبة,
Tax Masters,البيانات الرئيسية للضريبة,
Masters,البيانات الرئيسية,
Total Incoming Bills,إجمالي الفواتير الواردة,
Total Outgoing Bills,إجمالي الفواتير الصادرة,
Total Incoming Payment,إجمالي المدفوعات الواردة,
Total Outgoing Payment,إجمالي المدفوعات الصادرة,
Learn Accounting,تعلم المحاسبة,
Bank Reconciliation Tool,أداة مطابقة البنك,
Cost Center Allocation,توزيع مراكز التكلفة,
Loan Employees,قروض الموظفين,
Begin typing for results.,ابدأ بالكتابة للنتائج.,
Color Palette,لوحة الألوان,
Theme Settings,إعدادات السمة,
Dark Mode,الوضع الداكن,
Appearance,المظهر,
Build,بناء,
AhmadPOS,نقطة البيع,
Restaurant POS,نقطة بيع المطعم,
Material Ledger,دفتر المواد,
Financial Analysis Tools,أدوات التحليل المالي,
Branch Sales Monitoring,متابعة مبيعات الفروع,
System Configuration,إعدادات النظام,
Material Ledger Settings,إعدادات دفتر المواد,
Saudi HR,الموارد البشرية السعودية,
Saudi Employment Contract,عقد العمل السعودي,
End of Service Benefit,مكافأة نهاية الخدمة,
GOSI Contribution,مساهمة التأمينات الاجتماعية,
Overtime Request,طلب عمل إضافي,
Saudi Monthly Payroll,مسير الرواتب الشهري السعودي,
Annual Leave Disbursement,صرف الإجازة السنوية,
Saudi Sick Leave,الإجازة المرضية السعودية,
Maternity Paternity Leave,إجازة الأمومة والأبوة,
Special Leave,إجازة خاصة,
Nitaqat Record,سجل نطاقات,
Work Permit Iqama,تصريح العمل والإقامة,
Work Injury,إصابة العمل,
Disciplinary Procedure,إجراء تأديبي,
Labor Dispute,نزاع عمالي,
Training Record,سجل التدريب,
Medical Examination,الفحص الطبي,
Monthly Attendance Record,سجل الحضور الشهري,
Termination Notice,إشعار إنهاء الخدمة,
Saudi HR Settings,إعدادات الموارد البشرية السعودية,
Probation Period,فترة التجربة,
Saudization,السعودة,
Nitaqat,نطاقات,
Iqama,الإقامة,
